LocationID,Suburb,State,Postcode,Latitude,Longitude
S-98,FLINDERS,nsw,2529,-34.58166504,150.84500122
S-81,FLORAVILLE,nsw,2280,-33.01666641,151.66667175
S-11,FLOWERDALE,nsw,2650,-34.93333435,147.2666626
S-14,FORBES,nsw,2871,-33.38333511,148
S-37,FORBES CREEK,nsw,2621,-35.41666794,149.4833374
S-43,FORBES RIVER,nsw,2446,-31.35000038,152.33332825
S-4,FORBESDALE,nsw,2422,-32.03333282,151.94999695
S-91,FORDS BRIDGE,nsw,2840,-29.73333359,145.3999939
S-44,FORDWICH,nsw,2330,-32.70000076,151.05000305
S-46,FOREST GLEN,nsw,2157,-33.53333282,151.0166626
S-100,FOREST GROVE,nsw,2795,-33.36666489,149.6499939
S-59,FOREST HILL,nsw,2651,-35.13299942,147.46665955
S-96,FOREST LODGE,nsw,2037,-33.86666489,151.18333435
S-4,FOREST REEFS,nsw,2798,-33.45000076,149.08332825
S-31,FORESTVILLE,nsw,2087,-33.75,151.19999695
S-44,FORRESTERS BEACH,nsw,2260,-33.40000153,151.46665955
S-27,FORSTER,nsw,2428,-32.18333435,152.5166626
S-1,FORSTER KEYS,nsw,2428,-32.21666718,152.5166626
S-25,FORTIS CREEK,nsw,2460,-29.48333359,152.8666687
S-21,FOSTERS VALLEY,nsw,2795,-33.63333511,149.55000305
S-32,FOSTERTON,nsw,2420,-32.33333206,151.75
S-97,FOUNTAINDALE,nsw,2258,-33.33333206,151.3833313
S-87,FOUR CORNERS,nsw,2716,-34.83333206,145.41667175
S-43,FOUR MILE CREEK,nsw,2800,-33.41666794,148.93333435
S-57,FOX VALLEY,nsw,2076,-33.71666718,151
S-57,FOXGROUND,nsw,2534,-34.71666718,150.7666626
S-12,FRAZER PARK,nsw,2259,-33.18333435,151.6166687
S-90,FRAZERS CREEK,nsw,2446,-31.39999962,152.6333313
S-15,FREDERICKTON,nsw,2440,-31.03333282,152.8666687
S-4,FREEMANS REACH,nsw,2756,-33.54999924,150.80000305
S-77,FREEMANS WATERHOLE,nsw,2323,-32.98333359,151.4833374
S-70,FREEMANTLE,nsw,2795,-33.26666641,149.33332825
S-18,FRENCH PARK,nsw,2655,-35.26666641,146.93333435
S-83,FRENCHS FOREST,nsw,2086,-33.75,151.19999695
S-58,FRESHWATER,nsw,2096,-33.76666641,151.28334045
S-42,FROG ROCK,nsw,2850,-32.45000076,149.66667175
S-36,FROGMORE,nsw,2586,-34.25,148.8500061
S-54,FROGS HOLLOW,nsw,2550,-36.91666794,149.80000305
S-63,FRYING PAN,nsw,2630,-36.15000153,148.81666565
S-53,FULLERS BRIDGE,nsw,2067,-33.79999924,151.1499939
S-75,FULLERTON,nsw,2583,-34.21666718,149.55000305
S-15,FULLERTON COVE,nsw,2318,-32.83333206,151.83332825
S-50,FURRACABAD,nsw,2370,-29.78333282,151.66667175
S-5,GADARA,nsw,2720,-35.26666641,148.08332825
S-75,GALAMBINE,nsw,2850,-32.43333435,149.5166626
S-61,GALBA,nsw,2550,-36.34999847,149.83332825
S-79,GALONG,nsw,2585,-34.59999847,148.55000305
S-14,GALORE,nsw,2652,-35,146.81666565
S-32,GALSTON,nsw,2159,-33.65000153,151.03334045
S-18,GAN GAN,nsw,2315,-32.71666718,152.1333313
S-95,GANBENANG,nsw,2790,-33.63333511,150.1166687
S-21,GANGARA,nsw,2453,-30.29999924,152.6166687
S-18,GANGAT,nsw,2422,-32.01666641,152.08332825
S-26,GANMAIN,nsw,2702,-34.78333282,147.05000305
S-78,GARAH,nsw,2405,-29.06666756,149.6166687
S-12,GARANGULA,nsw,2587,-34.66666794,148.28334045
S-28,GARDEN SUBURB,nsw,2289,-32.95000076,151.6499939
S-1,GAREMA,nsw,2871,-33.54999924,147.93333435
S-20,GARFIELD,nsw,2580,-36.61666489,149.75
S-100,GARIE,nsw,2232,-34.15000153,151.06666565
S-39,GARLAND,nsw,2797,-33.70000076,149.0166626
S-93,GARLAND VALLEY,nsw,2330,-32.91666794,150.7333374
S-50,GARRA,nsw,2866,-33.11666489,148.75
S-72,GARTHOWEN,nsw,2345,-33.59999847,149.6333313
S-8,GARTHOWEN,nsw,2795,-33.59999847,149.6333313
S-23,GATESHEAD,nsw,2290,-32.98333359,151.68333435
S-91,GEARYS FLAT,nsw,2446,-31.18333244,152.56666565
S-85,GEEHI,nsw,2642,-36.38333511,148.16667175
S-54,GELSTON PARK,nsw,2650,-35.23333359,147.28334045
S-14,GEMALLA,nsw,2795,-33.51666641,149.81666565
S-8,GEMVILLE,nsw,2836,-30.88333321,142.94999695
S-99,GENEVA,nsw,2474,-28.61666679,152.9833374
S-69,GEORGES CREEK,nsw,2365,-30.11666679,151.16667175
S-50,GEORGES CREEK,nsw,2440,-30.11666679,151.16667175
S-41,GEORGES HALL,nsw,2198,-33.90000153,150.9833374
S-55,GEORGES HEIGHTS,nsw,2088,-33.83333206,151.25
S-52,GEORGES PLAINS,nsw,2795,-33.51666641,149.5166626
S-98,GEORGETOWN,nsw,2298,-32.90000153,151.7333374
S-30,GEORGICA,nsw,2480,-28.64999962,153.18333435
S-59,GEROGERY,nsw,2642,-35.83333206,147
S-4,GERRINGONG,nsw,2534,-34.75,150.83332825
S-43,GERROA,nsw,2534,-34.78333282,150.81666565
S-5,GEURIE,nsw,2831,-32.38333511,148.5
S-94,GHINNI GHI,nsw,2474,-28.61666679,152.78334045
S-56,GHINNI GHINNI,nsw,2430,-31.86666679,152.55000305
S-96,GHOOLENDAADI,nsw,2380,-30.95000076,149.93333435
S-14,GIANTS CREEK,nsw,2328,-32.29999924,150.53334045
S-81,GIBBERAGEE,nsw,2469,-29.21666718,153.1000061
S-65,GIBRALTAR RANGE,nsw,2370,-29.54999924,152.28334045
S-79,GIDGINBUNG,nsw,2666,-34.31666565,147.46665955
S-0,GIDLEY,nsw,2340,-31,150.8500061
S-64,GILEAD,nsw,2560,-34.11666489,150.78334045
S-20,GILGAI,nsw,2360,-29.85000038,151.1166687
S-6,GILGANDRA,nsw,2827,-31.70000076,148.66667175
S-72,GILGOOMA,nsw,2829,-30.73333359,148.53334045
S-40,GILGUNNIA,nsw,2835,-32.41666794,146.05000305
S-85,GILLENBAH,nsw,2700,-34.76666641,146.53334045
S-6,GILLETTS RIDGE,nsw,2462,-29.63333321,153.1000061
S-73,GILLIESTON HEIGHTS,nsw,2321,-32.76666641,151.53334045
S-49,GILMANDYKE,nsw,2795,-33.75,149.55000305
S-26,GILMORE,nsw,2720,-35.33333206,148.16667175
S-83,GIN GIN,nsw,2823,-31.54999924,148.1000061
S-36,GINGHI,nsw,2849,-32.56666565,150.08332825
S-30,GINGKIN,nsw,2787,-33.90000153,149.93333435
S-43,GIRARDS HILL,nsw,2480,-28.81666756,153.28334045
S-25,GIRILAMBONE,nsw,2831,-31.23333359,146.8999939
S-98,GIRO,nsw,2422,-31.70000076,151.80000305
S-12,GIRRAL,nsw,2669,-33.70000076,147.08332825
S-66,GIRRALONG,nsw,2449,-30.56666756,152.6499939
S-96,GIRRAWEEN,nsw,2145,-33.79999924,150.93333435
S-82,GIRVAN,nsw,2425,-32.46666718,152.03334045
S-22,GLADESVILLE,nsw,2111,-33.83333206,151.1166687
S-64,GLADSTONE,nsw,2440,-31.03333282,152.94999695
S-52,GLANMIRE,nsw,2795,-33.40000153,149.69999695
S-70,GLEBE,nsw,2037,-33.88333511,151.18333435
S-95,GLEN ALICE,nsw,2849,-33.03333282,150.21665955
S-66,GLEN ALLEN,nsw,2631,-36.68333435,149.3666687
S-43,GLEN ALPINE,nsw,2560,-34.08333206,150.78334045
S-17,GLEN AYR,nsw,2850,-32.58333206,149.56666565
S-57,GLEN DAVIS,nsw,2846,-33.13333511,150.28334045
S-35,GLEN ELGIN,nsw,2370,-29.54999924,152.1499939
S-3,GLEN FERGUS,nsw,2630,-36.20000076,149.2333374
S-12,GLEN FERNAIGH,nsw,2453,-30.23333359,152.4833374
S-48,GLEN INNES,nsw,2370,-29.73333359,151.75
S-5,GLEN MARTIN,nsw,2321,-32.53333282,151.83332825
S-82,GLEN NEVIS,nsw,2365,-29.91666603,152.21665955
S-93,GLEN OAK,nsw,2320,-32.59999847,151.69999695
S-18,GLEN WARD,nsw,2422,-31.79999924,151.66667175
S-14,GLEN WILLIAM,nsw,2321,-32.51666641,151.80000305
S-16,GLENBAWN,nsw,2337,-32.03333282,151.06666565
S-37,GLENBROOK,nsw,2773,-33.76666641,150.6166687
S-39,GLENCOE,nsw,2365,-29.91666603,151.71665955
S-81,GLENDALE,nsw,2285,-32.91666794,151.6499939
S-91,GLENDENNING,nsw,2761,-33.75,150.8500061
S-11,GLENDON,nsw,2330,-32.56666565,151.2666626
S-82,GLENELG,nsw,2810,-33.75,148.08332825
S-78,GLENERIN,nsw,2583,-34.48333359,149.3666687
S-42,GLENFIELD,nsw,2167,-33.96666718,150.8833313
S-78,GLENFIELD PARK,nsw,2650,-35.13333511,147.33332825
S-64,GLENGARRIE,nsw,2486,-28.21666718,153.3999939
S-85,GLENHAVEN,nsw,2156,-33.70000076,151
S-33,GLENIFFER,nsw,2454,-30.36666679,152.8833313
S-12,GLENMORE,nsw,2570,-34.04999924,150.6000061
S-60,GLENMORE PARK,nsw,2745,-33.78333282,150.66667175
S-65,GLENNIES CREEK,nsw,2330,-32.45000076,151.1000061
S-43,GLENNING VALLEY,nsw,2261,-33.34999847,151.41667175
S-19,GLENORIE,nsw,2157,-33.59999847,151
S-67,GLENQUARRY,nsw,2576,-34.5,150.4833374
S-78,GLENREAGH,nsw,2450,-30.04999924,152.9833374
S-87,GLENRIDDING,nsw,2330,-32.58333206,151.1499939
S-4,GLENROCK,nsw,2337,-31.64999962,151.41667175
S-56,GLENROI,nsw,2800,-33.28333282,149.1166687
S-69,GLENROY,nsw,2640,-36.03333282,146.8999939
S-76,GLENROY,nsw,2653,-36.03333282,146.8999939
S-73,GLENTHORNE,nsw,2430,-31.89999962,152.46665955
S-37,GLENUGIE,nsw,2460,-29.76666641,153.0166626
S-66,GLENWOOD,nsw,2768,-33.73333359,150.93333435
S-20,GLENWORTH VALLEY,nsw,2250,-33.40000153,151.18333435
S-100,GLOSSODIA,nsw,2756,-33.53333282,150.81666565
S-40,GLOUCESTER,nsw,2422,-32,151.96665955
S-0,GOBA CREEK,nsw,2586,-34.28333282,148.75
S-81,GOBBAGOMBALIN,nsw,2650,-35.03333282,147.28334045
S-5,GOCUP,nsw,2720,-35.21666718,148.19999695
S-82,GODFREYS CREEK,nsw,2586,-34.13333511,148.69999695
S-93,GOGELDRIE,nsw,2705,-34.53333282,146.30000305
S-21,GOL GOL,nsw,2738,-34.18333435,142.21665955
S-27,GOLDEN GROVE,nsw,2008,-33.88333511,151.18333435
S-72,GOLLAN,nsw,2820,-32.23333359,149.03334045
S-78,GOLSPIE,nsw,2580,-34.29999924,149.66667175
S-74,GONGOLGON,nsw,2839,-30.35000038,146.91667175
S-35,GOOBANG,nsw,2870,-33.01666641,148.2333374
S-54,GOOBARRAGANDRA,nsw,2720,-35.36666489,148.41667175
S-66,GOOD HOPE,nsw,2582,-34.88333511,148.81666565
S-66,GOODNIGHT,nsw,2736,-34.95000076,143.33332825
S-33,GOODOOGA,nsw,2831,-29.10000038,147.46665955
S-67,GOODWOOD ISLAND,nsw,2469,-29.36666679,153.30000305
S-37,GOOGONG,nsw,2620,-35.43333435,149.21665955
S-85,GOOLGOWI,nsw,2652,-33.96666718,145.69999695
S-12,GOOLHI,nsw,2379,-30.88333321,149.75
S-7,GOOLMA,nsw,2852,-32.38333511,149.2666626
S-99,GOOLMANGAR,nsw,2480,-28.75,153.2333374
S-73,GOOLOOGONG,nsw,2805,-33.61666489,148.43333435
S-67,GOOMBARGANA,nsw,2646,-35.78333282,146.56666565
S-16,GOONDAH,nsw,2582,-34.71666718,148.7333374
S-79,GOONELLABAH,nsw,2480,-28.81666756,153.31666565
S-49,GOONENGERRY,nsw,2482,-28.61666679,153.43333435
S-7,GOONOO GOONOO,nsw,2340,-31.28333282,150.8999939
S-90,GOONUMBLA,nsw,2870,-33,148.1333313
S-26,GOORANGOOLA,nsw,2330,-32.26666641,151.18333435
S-63,GORDON,nsw,2072,-33.74833298,151.15167236
S-35,GORDONVILLE,nsw,2454,-30.38333321,152.8500061
S-85,GORE HILL,nsw,2065,-33.81666565,151.18333435
S-20,GORMANS HILL,nsw,2795,-33.43333435,149.58332825
S-45,GOROKAN,nsw,2263,-33.25,151.5166626
S-68,GOSFORD,nsw,2250,-33.41666794,151.33332825
S-1,GOSFORD WEST,nsw,2250,-33.40000153,151.31666565
S-4,GOSFORTH,nsw,2320,-32.63333511,151.4833374
S-16,GOSTWYCK,nsw,2358,-30.68333244,151.6000061
S-68,GOULBURN,nsw,2580,-34.75,149.7333374
S-92,GOULDSVILLE,nsw,2330,-32.54999924,151.08332825
S-58,GOWAN,nsw,2795,-33.16666794,149.3500061
S-11,GOWRIE,nsw,2330,-32.54999924,151.1333313
S-83,GOWRIE,nsw,2340,-32.54999924,151.1333313
S-79,GRABBEN GULLEN,nsw,2583,-34.53333282,149.3999939
S-49,GRAFTON,nsw,2460,-29.68333244,152.93333435
S-6,GRAGIN,nsw,2403,-29.51666641,150.80000305
S-86,GRAHAMSTOWN,nsw,2729,-35.25,148.0166626
S-9,GRAMAN,nsw,2360,-29.46500015,150.91667175
S-90,GRANTS BEACH,nsw,2445,-31.60000038,152.81666565
S-21,GRANVILLE,nsw,2142,-33.83333206,151.03334045
S-36,GRASMERE,nsw,2570,-34.06666565,150.68333435
S-18,GRASSY HEAD,nsw,2441,-30.79833412,153.00166321
S-80,GRATTAI,nsw,2850,-32.63333511,149.4833374
S-45,GRAVESEND,nsw,2401,-29.58333397,150.33332825
S-88,GRAWIN,nsw,2832,-29.61666679,147.66667175
S-2,GRAWLIN,nsw,2871,-33.43333435,148.03334045
S-47,GRAYS POINT,nsw,2232,-34.06666565,151.08332825
S-30,GREAT MACKEREL BEACH,nsw,2108,-33.56666565,151.30000305
S-8,GREAT MARLOW,nsw,2460,-29.64999962,152.96665955
S-52,GREEN CAPE,nsw,2551,-37.20000076,149.9833374
S-33,GREEN CREEK,nsw,2338,-31.78333282,151.03334045
S-12,GREEN FOREST,nsw,2471,-28.96666718,153.3500061
S-58,GREEN GULLY,nsw,2850,-32.78333282,149.66667175
S-54,GREEN HILLS,nsw,2323,-30.26666641,151.78334045
S-97,GREEN HILLS,nsw,2365,-30.26666641,151.78334045
S-22,GREEN HILLS,nsw,2730,-30.26666641,151.78334045
S-18,GREEN PIGEON,nsw,2474,-28.48333359,153.06666565
S-25,GREEN POINT,nsw,2251,-33.46500015,151.3583374
S-69,GREEN POINT,nsw,2428,-32.25,152.5
S-72,GREEN VALLEY,nsw,2168,-33.90000153,150.8666687
S-53,GREENACRE,nsw,2190,-33.90000153,151.05000305
S-48,GREENDALE,nsw,2546,-34.68999863,149.15167236
S-80,GREENDALE,nsw,2745,-33.90000153,150.66700745
S-55,GREENETHORPE,nsw,2809,-33.98333359,148.3999939
S-37,GREENFIELD PARK,nsw,2176,-33.86666489,150.8833313
S-18,Greenhill,nsw,2440,-31.06500053,152.80166626
S-82,GREENHILLS,nsw,2323,-31.06500053,152.80166626
S-54,GREENLANDS,nsw,2330,-36.5,149.41667175
S-24,GREENLANDS,nsw,2631,-36.5,149.41667175
S-58,GREENLEIGH,nsw,2620,-35.34999847,149.25
S-16,GREENMANTLE,nsw,2583,-33.91666794,149.1000061
S-9,GREENRIDGE,nsw,2471,-28.88333321,153.1166687
S-95,GREENWELL POINT,nsw,2540,-34.91666794,150.7333374
S-48,GREENWICH,nsw,2065,-33.83333206,151.18333435
S-54,GREENWICH PARK,nsw,2580,-34.56666565,149.93333435
S-27,GREG GREG,nsw,2642,-36.03333282,148.05000305
S-73,GREGADOO,nsw,2650,-35.21666718,147.41667175
S-84,GREIGS FLAT,nsw,2549,-36.96500015,149.8666687
S-0,GRENFELL,nsw,2810,-33.90000153,148.1499939
S-50,GRESFORD,nsw,2311,-32.43333435,151.53334045
S-50,GRETA,nsw,2334,-32.68333435,151.3833313
S-1,GREVILLIA,nsw,2474,-28.45000076,152.83332825
S-56,GREYSTANES,nsw,2145,-33.81666565,150.93333435
S-75,GRIFFITH,nsw,2680,-34.28333282,146.03334045
S-7,GROGAN,nsw,2666,-34.31666565,147.81666565
S-11,GRONG GRONG,nsw,2652,-34.73333359,146.78334045
S-34,GROSE VALE,nsw,2753,-33.58333206,150.66667175
S-36,GROSE WOLD,nsw,2753,-33.59999847,150.68333435
S-77,GROSSES PLAIN,nsw,2627,-36.54999924,148.4833374
S-80,GROWEE,nsw,2849,-32.63333511,150
S-66,GRUBBEN,nsw,2658,-35.43333435,146.96665955
S-90,GUBBATA,nsw,2669,-33.63333511,146.55000305
S-53,GUERILLA BAY,nsw,2536,-35.82833481,150.22000122
S-93,GUILDFORD,nsw,2161,-33.84999847,150.9833374
S-8,GUILDFORD WEST,nsw,2161,-33.84833145,150.96665955
S-60,GULARGAMBONE,nsw,2828,-31.39999962,148.2333374
S-74,GULF CREEK,nsw,2347,-30.18333244,150.69999695
S-93,GULGAMREE,nsw,2850,-32.75,149.7333374
S-44,GULGONG,nsw,2852,-32.36666489,149.53334045
S-38,GULMARRAD,nsw,2463,-29.48333359,153.2333374
S-60,GULPA,nsw,2710,-35.70000076,144.8833313
S-85,GUM CREEK,nsw,2711,-34.59999847,145.44999695
S-47,GUM FLAT,nsw,2360,-29.76666641,150.96665955
S-80,GUM SCRUB,nsw,2441,-31.29999924,152.7333374
S-57,GUMBLE,nsw,2865,-33.06666565,148.66667175
S-45,GUMLY GUMLY,nsw,2652,-35.11666489,147.43333435
S-57,GUMMA,nsw,2447,-30.71666718,152.94999695
S-47,GUNBAR,nsw,2711,-34.04999924,145.3833313
S-65,GUNDAGAI,nsw,2722,-35.06666565,148.1000061
S-84,GUNDAMULDA,nsw,2347,-30.26666641,150.71665955
S-26,GUNDAROO,nsw,2620,-35.03333282,149.2666626
S-77,GUNDARY,nsw,2580,-34.81666565,149.75
S-5,GUNDERBOOKA,nsw,2840,-30.61666679,145.83332825
S-97,GUNDERMAN,nsw,2775,-33.43333435,151.06666565
S-67,GUNDILLION,nsw,2622,-35.76666641,149.6499939
S-47,GUNDURIMBA,nsw,2480,-28.85000038,153.2666626
S-33,GUNDY,nsw,2337,-32.01666641,151
S-24,GUNGAL,nsw,2333,-32.26666641,150.5
S-23,GUNNEDAH,nsw,2380,-30.98333359,150.25
S-41,GUNNEMBENE,nsw,2380,-33.90000153,150.41667175
S-38,GUNNING,nsw,2581,-34.78333282,149.2666626
S-67,GUNNING GAP,nsw,2871,-33.23333359,147.7333374
S-19,GUNNINGBLAND,nsw,2876,-33.13333511,147.93333435
S-96,GUNNINGRAH,nsw,2632,-36.75,149.16667175
S-22,GURLEY,nsw,2398,-29.73333359,149.80000305
S-22,GURNANG,nsw,2787,-34.03333282,149.8500061
S-42,GURRANANG,nsw,2460,-29.45000076,153
S-46,GURRUNDAH,nsw,2581,-34.65000153,149.3999939
S-3,GUTHEGA,nsw,2627,-36.36666489,148.3666687
S-76,GUYONG,nsw,2798,-33.40000153,149.25
S-73,GUYRA,nsw,2365,-30.21666718,151.66667175
S-37,GWABEGAR,nsw,2356,-30.61666679,148.80000305
S-63,GWANDALAN,nsw,2259,-33.13333511,151.58332825
S-7,GWYNNEVILLE,nsw,2500,-34.41666794,150.8833313
S-47,GYMEA,nsw,2227,-34.03333282,151.08332825
S-11,GYMEA BAY,nsw,2227,-34.03333282,151.08332825
S-14,HABERFIELD,nsw,2045,-33.88333511,151.1333313
S-39,HACKS FERRY,nsw,2441,-31.31666756,152.83332825
S-54,HADLEY,nsw,2583,-34.13333511,149.56666565
S-52,HALEKULANI,nsw,2262,-33.21666718,151.55000305
S-96,HALFWAY CREEK,nsw,2460,-29.93333244,153.06666565
S-25,HALLIDAYS POINT,nsw,2430,-32.06666565,152.53334045
S-35,HALLORAN,nsw,2259,-33.21666718,151.43333435
S-3,HALLS CREEK,nsw,2346,-30.71666718,150.8999939
S-9,HALLSVILLE,nsw,2340,-31,150.8666687
S-34,HALTON,nsw,2311,-32.31666565,151.5166626
S-46,HAMBLEDON HILL,nsw,2330,-32.58333206,151.1166687
S-28,HAMILTON,nsw,2303,-32.91666794,151.75
S-100,HAMILTON EAST,nsw,2303,-32.92333221,151.75332642
S-15,HAMILTON NORTH,nsw,2292,-32.90000153,151.7333374
S-75,HAMILTON SOUTH,nsw,2303,-32.93000031,151.75166321
S-31,HAMILTON VALLEY,nsw,2641,-36.01666641,146.8999939
S-30,HAMLYN TERRACE,nsw,2259,-33.25,151.46665955
S-58,HAMMONDVILLE,nsw,2170,-33.96666718,150.96665955
S-100,HAMPDEN HALL,nsw,2440,-31.06666756,152.8500061
S-25,HAMPTON,nsw,2790,-33.65000153,150.05000305
S-26,HANGING ROCK,nsw,2340,-34.61666489,150.16667175
S-55,HANNAM VALE,nsw,2443,-31.71666718,152.6000061
S-97,HANWOOD,nsw,2680,-34.33333206,146.03334045
S-19,HAPPY VALLEY,nsw,2430,-28.51666641,152.93333435
S-6,HARBORD,nsw,2096,-33.77199936,151.28100586
S-72,HARDEN,nsw,2587,-34.54999924,148.3666687
S-43,HARDYS BAY,nsw,2257,-33.51666641,151.3500061
S-100,HAREFIELD,nsw,2650,-34.96666718,147.5166626
S-70,HARGRAVE PARK,nsw,2170,-33.90000153,150.93333435
S-48,HARGRAVES,nsw,2850,-32,149.4833374
S-31,HAROLDS CROSS,nsw,2622,-35.56666565,149.55000305
S-12,HARPARARY,nsw,2390,-30.51666641,150.0166626
S-66,HARPERS HILL,nsw,2321,-32.68333435,151.3999939
S-94,HARRINGTON,nsw,2427,-31.86666679,152.68333435
S-74,HARRINGTON PARK,nsw,2567,-34.01666641,150.7333374
S-88,HARRIS PARK,nsw,2150,-33.81666565,151
S-16,HARTLEY,nsw,2790,-33.54999924,150.18333435
S-17,HARTLEY VALE,nsw,2790,-33.51666641,150.2333374
S-36,HARTWOOD,nsw,2710,-35.33333206,145.3500061
S-28,HARTYS PLAINS,nsw,2446,-31.45000076,152.6333313
S-34,HARWOOD,nsw,2465,-29.41666603,153.2333374
S-85,HASSALL GROVE,nsw,2761,-33.73333359,150.83332825
S-23,HASTINGS POINT,nsw,2489,-28.36666679,153.56666565
S-59,HAT HEAD,nsw,2440,-31.04999924,153.05000305
S-28,HATFIELD,nsw,2715,-33.83333206,143.7333374
S-63,HAVILAH,nsw,2850,-32.61666489,149.75
S-30,HAWKESBURY HEIGHTS,nsw,2777,-33.66666794,150.6499939
S-63,HAWKS NEST,nsw,2324,-32.66666794,152.18333435
S-25,HAY,nsw,2711,-34.5,144.83332825
S-35,HAY SOUTH,nsw,2711,-34.61666489,144.7666626
S-99,HAYES GAP,nsw,2850,-32.56666565,149.75
S-90,HAYMARKET,nsw,2000,-33.88166809,151.20832825
S-55,HAYWARDS BAY,nsw,2530,-34.54499817,150.79400635
S-3,HAZELBROOK,nsw,2779,-33.73333359,150.44999695
S-52,HAZELGROVE,nsw,2787,-33.66666794,149.8833313
S-52,HEATHCOTE,nsw,2233,-34.08333206,151.0166626
S-2,HEATHERBRAE,nsw,2324,-32.78333282,151.7333374
S-54,HEBDEN,nsw,2330,-32.38333511,151.05000305
S-66,HEBERSHAM,nsw,2770,-33.75,150.9833374
S-65,HECKENBERG,nsw,2168,-33.91666794,150.8999939
S-30,HEDDON GRETA,nsw,2321,-32.79999924,151.5166626
S-54,HEIFER STATION,nsw,2460,-29.46666718,152.58332825
S-79,HELENSBURGH,nsw,2508,-34.18333435,150.9833374
S-33,HENLEY,nsw,2111,-33.83333206,151.1333313
S-28,HENTY,nsw,2658,-35.51666641,147.03334045
S-40,HEREFORD HALL,nsw,2622,-35.78333282,149.55000305
S-15,HERMIDALE,nsw,2831,-31.53333282,146.69999695
S-55,HERNANI,nsw,2453,-30.29999924,152.41667175
S-33,HERONS CREEK,nsw,2443,-31.60000038,152.7333374
S-97,HEXHAM,nsw,2322,-32.83333206,151.68333435
S-87,HIBBARD,nsw,2444,-31.41666603,152.8666687
S-44,HICKEYS CREEK,nsw,2440,-30.89999962,152.6166687
S-59,HIGH RANGE,nsw,2575,-34.34999847,150.30000305
S-61,HIGHER MACDONALD,nsw,2775,-33.20000076,150.93333435
S-30,HIGHFIELDS,nsw,2289,-32.95000076,151.69999695
S-68,HILL END,nsw,2850,-33.03333282,149.41667175
S-51,HILL PLAIN,nsw,2710,-35.63333511,144.8833313
S-48,HILL TOP,nsw,2575,-34.34999847,150.4833374
S-90,HILLDALE,nsw,2420,-32.51666641,151.6499939
S-6,HILLGROVE,nsw,2350,-35.01666641,147.33332825
S-59,HILLGROVE,nsw,2650,-35.01666641,147.33332825
S-75,HILLSBOROUGH,nsw,2290,-32.65000153,151.46665955
S-1,HILLSBOROUGH,nsw,2320,-32.65000153,151.46665955
S-78,HILLSDALE,nsw,2036,-33.95000076,151.21665955
S-87,HILLSIDE,nsw,2157,-33.58333206,150.9833374
S-1,HILLSTON,nsw,2675,-33.48333359,145.53334045
S-43,HILLVILLE,nsw,2430,-31.96666718,152.3500061
S-12,HILLVUE,nsw,2340,-31.11666679,150.8999939
S-33,HINCHINBROOK,nsw,2168,-33.91666794,150.8666687
S-26,HINTON,nsw,2321,-32.71666718,151.6499939
S-33,HOBARTVILLE,nsw,2753,-33.59999847,150.7333374
S-86,HOBBYS YARDS,nsw,2795,-33.68333435,149.31666565
S-34,HOGARTH RANGE,nsw,2469,-28.91666603,152.81666565
S-8,HOLBROOK,nsw,2644,-35.71666718,147.31666565
S-40,HOLGATE,nsw,2250,-33.40000153,151.3999939
S-77,HOLLISDALE,nsw,2446,-31.39999962,152.55000305
S-65,HOLLYDEEN,nsw,2328,-32.31666565,150.6166687
S-92,HOLLYDEEN,nsw,2333,-32.31666565,150.6166687
S-65,HOLMESVILLE,nsw,2286,-32.91666794,151.56666565
S-48,HOLROYD,nsw,2142,-32.99833298,150.00166321
S-47,HOLSWORTHY,nsw,2173,-33.96666718,150.94999695
S-89,HOLTS FLAT,nsw,2631,-36.61666489,149.28334045
S-3,HOME RULE,nsw,2850,-32.40000153,149.6499939
S-51,HOMEBUSH,nsw,2140,-33.86666489,151.08332825
S-44,HOMEBUSH BAY,nsw,2127,-33.83333206,151.06666565
S-69,HOMEBUSH SOUTH,nsw,2140,-33.86666489,151.06666565
S-13,HOMEBUSH WEST,nsw,2140,-33.84999847,151.06666565
S-59,HOMELEIGH,nsw,2474,-28.56666756,153.05000305
S-54,HOPKINS CREEK,nsw,2484,-28.28333282,153.2333374
S-95,HORNINGSEA PARK,nsw,2171,-33.94333267,150.84333801
S-10,HORNSBY,nsw,2077,-33.70166779,151.09666443
S-67,HORNSBY HEIGHTS,nsw,2077,-33.65000153,151.08332825
S-3,HORSESHOE BEND,nsw,2320,-34.88333511,150.08332825
S-17,HORSESHOE CREEK,nsw,2474,-28.53333282,153.03334045
S-76,HORSFIELD BAY,nsw,2256,-33.48333359,151.30000305
S-26,HORSLEY,nsw,2530,-34.48333359,150.7666626
S-5,HORSLEY PARK,nsw,2175,-33.83333206,150.8500061
S-46,HORTON VALLEY,nsw,2347,-30.18333244,150.3666687
S-15,HOSKINSTOWN,nsw,2621,-35.40000153,149.44999695
S-37,HOVELLS CREEK,nsw,2586,-34.03333282,148.8833313
S-41,HOWARDS GRASS,nsw,2480,-28.78199959,153.30200195
S-93,HOWELL,nsw,2360,-29.91666603,151.03334045
S-41,HOWES VALLEY,nsw,2330,-32.84999847,150.8500061
S-26,HOWICK,nsw,2330,-32.46666718,150.91667175
S-9,HOWLONG,nsw,2643,-35.98333359,146.6333313
S-66,HOXTON PARK,nsw,2171,-33.93333435,150.8500061
